Strike,Expiry,Type,Symbol,Last,Bid,Ask,Chg,PctChg,Vol,Open_Int,IV,Root,IsNonstandard,Underlying,Underlying_Price,Quote_Time,Last_Trade_Date,JSON
5.0,2023-10-20,put,TSLA231020P00005000,0.02,0.0,0.01,0.0,0.0,3.0,4.0,2.750003125,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-07 19:09:38,"{'contractSymbol': 'TSLA231020P00005000', 'strike': 5.0, 'currency': 'USD', 'lastPrice': 0.02, 'change': 0.0, 'percentChange': 0.0, 'volume': 3, 'openInterest': 4, 'bid': 0.0, 'ask': 0.01, 'contractSize': 'REGULAR', 'expiration': 1697760000, 'lastTradeDate': 1691435378, 'impliedVolatility': 2.750003125, 'inTheMoney': False}"
5.0,2023-11-17,call,TSLA231117C00005000,223.95,219.45,221.7,-44.539993,-16.589071,1.0,0.0,4.70312912109375,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 17:58:01,"{'contractSymbol': 'TSLA231117C00005000', 'strike': 5.0, 'currency': 'USD', 'lastPrice': 223.95, 'change': -44.539993, 'percentChange': -16.589071, 'volume': 1, 'openInterest': 0, 'bid': 219.45, 'ask': 221.7, 'contractSize': 'REGULAR', 'expiration': 1700179200, 'lastTradeDate': 1692208681, 'impliedVolatility': 4.70312912109375, 'inTheMoney': True}"
5.0,2023-11-17,put,TSLA231117P00005000,0.01,0.0,0.01,0.0,0.0,5.0,5.0,2.3125042187499996,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-04-25 19:05:47,"{'contractSymbol': 'TSLA231117P00005000', 'strike': 5.0, 'currency': 'USD', 'lastPrice': 0.01, 'change': 0.0, 'percentChange': 0.0, 'volume': 5, 'openInterest': 5, 'bid': 0.0, 'ask': 0.01, 'contractSize': 'REGULAR', 'expiration': 1700179200, 'lastTradeDate': 1682449547, 'impliedVolatility': 2.3125042187499996, 'inTheMoney': False}"
5.0,2023-12-15,call,TSLA231215C00005000,221.97,219.25,221.9,-6.300003,-2.7598908,21.0,84.0,4.310551486816405,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 19:20:34,"{'contractSymbol': 'TSLA231215C00005000', 'strike': 5.0, 'currency': 'USD', 'lastPrice': 221.97, 'change': -6.300003, 'percentChange': -2.7598908, 'volume': 21, 'openInterest': 84, 'bid': 219.25, 'ask': 221.9, 'contractSize': 'REGULAR', 'expiration': 1702598400, 'lastTradeDate': 1692213634, 'impliedVolatility': 4.310551486816405, 'inTheMoney': True}"
5.0,2023-12-15,put,TSLA231215P00005000,0.01,0.0,0.01,0.0,0.0,50.0,97.0,2.000005,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-14 19:01:19,"{'contractSymbol': 'TSLA231215P00005000', 'strike': 5.0, 'currency': 'USD', 'lastPrice': 0.01, 'change': 0.0, 'percentChange': 0.0, 'volume': 50, 'openInterest': 97, 'bid': 0.0, 'ask': 0.01, 'contractSize': 'REGULAR', 'expiration': 1702598400, 'lastTradeDate': 1692039679, 'impliedVolatility': 2.000005, 'inTheMoney': False}"
5.0,2024-01-19,call,TSLA240119C00005000,228.5,219.4,222.25,0.0,0.0,2.0,273.0,2.6757845605468753,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-15 19:34:33,"{'contractSymbol': 'TSLA240119C00005000', 'strike': 5.0, 'currency': 'USD', 'lastPrice': 228.5, 'change': 0.0, 'percentChange': 0.0, 'volume': 2, 'openInterest': 273, 'bid': 219.4, 'ask': 222.25, 'contractSize': 'REGULAR', 'expiration': 1705622400, 'lastTradeDate': 1692128073, 'impliedVolatility': 2.6757845605468753, 'inTheMoney': True}"
5.0,2024-01-19,put,TSLA240119P00005000,0.01,0.0,0.01,0.0,0.0,5.0,11872.0,1.8125009374999999,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-06-01 18:35:55,"{'contractSymbol': 'TSLA240119P00005000', 'strike': 5.0, 'currency': 'USD', 'lastPrice': 0.01, 'change': 0.0, 'percentChange': 0.0, 'volume': 5, 'openInterest': 11872, 'bid': 0.0, 'ask': 0.01, 'contractSize': 'REGULAR', 'expiration': 1705622400, 'lastTradeDate': 1685644555, 'impliedVolatility': 1.8125009374999999, 'inTheMoney': False}"
5.0,2024-03-15,call,TSLA240315C00005000,178.2,170.5,180.0,0.0,0.0,2.0,64.0,1.0000000000000003e-05,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-04-19 19:06:08,"{'contractSymbol': 'TSLA240315C00005000', 'strike': 5.0, 'currency': 'USD', 'lastPrice': 178.2, 'change': 0.0, 'percentChange': 0.0, 'volume': 2, 'openInterest': 64, 'bid': 170.5, 'ask': 180.0, 'contractSize': 'REGULAR', 'expiration': 1710460800, 'lastTradeDate': 1681931168, 'impliedVolatility': 1.0000000000000003e-05, 'inTheMoney': True}"
5.0,2024-03-15,put,TSLA240315P00005000,0.01,0.0,0.01,0.0,0.0,1.0,1357.0,1.5312523437499999,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-14 13:30:04,"{'contractSymbol': 'TSLA240315P00005000', 'strike': 5.0, 'currency': 'USD', 'lastPrice': 0.01, 'change': 0.0, 'percentChange': 0.0, 'volume': 1, 'openInterest': 1357, 'bid': 0.0, 'ask': 0.01, 'contractSize': 'REGULAR', 'expiration': 1710460800, 'lastTradeDate': 1692019804, 'impliedVolatility': 1.5312523437499999, 'inTheMoney': False}"
5.0,2024-06-21,call,TSLA240621C00005000,258.7,257.45,265.65,0.0,0.0,1.0,26.0,0.0,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-06-30 17:20:07,"{'contractSymbol': 'TSLA240621C00005000', 'strike': 5.0, 'currency': 'USD', 'lastPrice': 258.7, 'change': 0.0, 'percentChange': 0.0, 'volume': 1, 'openInterest': 26, 'bid': 257.45, 'ask': 265.65, 'contractSize': 'REGULAR', 'expiration': 1718928000, 'lastTradeDate': 1688145607, 'impliedVolatility': 0.0, 'inTheMoney': True}"
5.0,2024-06-21,put,TSLA240621P00005000,0.01,0.0,0.01,0.0,0.0,10.0,3556.0,1.2500037499999999,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-15 16:49:43,"{'contractSymbol': 'TSLA240621P00005000', 'strike': 5.0, 'currency': 'USD', 'lastPrice': 0.01, 'change': 0.0, 'percentChange': 0.0, 'volume': 10, 'openInterest': 3556, 'bid': 0.0, 'ask': 0.01, 'contractSize': 'REGULAR', 'expiration': 1718928000, 'lastTradeDate': 1692118183, 'impliedVolatility': 1.2500037499999999, 'inTheMoney': False}"
5.0,2024-09-20,call,TSLA240920C00005000,221.0,216.4,224.95,-7.050003,-3.0914285,5.0,424.0,1.44140904296875,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 19:52:30,"{'contractSymbol': 'TSLA240920C00005000', 'strike': 5.0, 'currency': 'USD', 'lastPrice': 221.0, 'change': -7.050003, 'percentChange': -3.0914285, 'volume': 5, 'openInterest': 424, 'bid': 216.4, 'ask': 224.95, 'contractSize': 'REGULAR', 'expiration': 1726790400, 'lastTradeDate': 1692215550, 'impliedVolatility': 1.44140904296875, 'inTheMoney': True}"
5.0,2024-09-20,put,TSLA240920P00005000,0.02,0.0,0.02,0.0,0.0,13.0,63.0,1.1875040625,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-07-27 14:31:43,"{'contractSymbol': 'TSLA240920P00005000', 'strike': 5.0, 'currency': 'USD', 'lastPrice': 0.02, 'change': 0.0, 'percentChange': 0.0, 'volume': 13, 'openInterest': 63, 'bid': 0.0, 'ask': 0.02, 'contractSize': 'REGULAR', 'expiration': 1726790400, 'lastTradeDate': 1690468303, 'impliedVolatility': 1.1875040625, 'inTheMoney': False}"
5.0,2025-01-17,call,TSLA250117C00005000,244.95,216.0,226.0,0.0,0.0,1.0,637.0,1.609376953125,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-10 13:47:47,"{'contractSymbol': 'TSLA250117C00005000', 'strike': 5.0, 'currency': 'USD', 'lastPrice': 244.95, 'change': 0.0, 'percentChange': 0.0, 'volume': 1, 'openInterest': 637, 'bid': 216.0, 'ask': 226.0, 'contractSize': 'REGULAR', 'expiration': 1737072000, 'lastTradeDate': 1691675267, 'impliedVolatility': 1.609376953125, 'inTheMoney': True}"
5.0,2025-01-17,put,TSLA250117P00005000,0.02,0.01,0.02,0.0,0.0,30.0,14709.0,1.0781296093750001,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-15 19:48:33,"{'contractSymbol': 'TSLA250117P00005000', 'strike': 5.0, 'currency': 'USD', 'lastPrice': 0.02, 'change': 0.0, 'percentChange': 0.0, 'volume': 30, 'openInterest': 14709, 'bid': 0.01, 'ask': 0.02, 'contractSize': 'REGULAR', 'expiration': 1737072000, 'lastTradeDate': 1692128913, 'impliedVolatility': 1.0781296093750001, 'inTheMoney': False}"
5.0,2025-06-20,call,TSLA250620C00005000,228.78,216.5,226.0,-33.51999,-12.779257,3.0,273.0,1.5498069384765623,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 14:22:51,"{'contractSymbol': 'TSLA250620C00005000', 'strike': 5.0, 'currency': 'USD', 'lastPrice': 228.78, 'change': -33.51999, 'percentChange': -12.779257, 'volume': 3, 'openInterest': 273, 'bid': 216.5, 'ask': 226.0, 'contractSize': 'REGULAR', 'expiration': 1750377600, 'lastTradeDate': 1692195771, 'impliedVolatility': 1.5498069384765623, 'inTheMoney': True}"
5.0,2025-06-20,put,TSLA250620P00005000,0.02,0.01,0.02,0.0,0.0,20.0,4838.0,0.937500625,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 19:59:48,"{'contractSymbol': 'TSLA250620P00005000', 'strike': 5.0, 'currency': 'USD', 'lastPrice': 0.02, 'change': 0.0, 'percentChange': 0.0, 'volume': 20, 'openInterest': 4838, 'bid': 0.01, 'ask': 0.02, 'contractSize': 'REGULAR', 'expiration': 1750377600, 'lastTradeDate': 1692215988, 'impliedVolatility': 0.937500625, 'inTheMoney': False}"
5.0,2025-12-19,call,TSLA251219C00005000,225.0,217.0,226.5,-7.4900055,-3.2216463,4.0,121.0,1.5683615332031249,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 15:27:18,"{'contractSymbol': 'TSLA251219C00005000', 'strike': 5.0, 'currency': 'USD', 'lastPrice': 225.0, 'change': -7.4900055, 'percentChange': -3.2216463, 'volume': 4, 'openInterest': 121, 'bid': 217.0, 'ask': 226.5, 'contractSize': 'REGULAR', 'expiration': 1766102400, 'lastTradeDate': 1692199638, 'impliedVolatility': 1.5683615332031249, 'inTheMoney': True}"
5.0,2025-12-19,put,TSLA251219P00005000,0.05,0.04,0.05,0.010000002,25.000006,44.0,2515.0,0.929688203125,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 19:59:12,"{'contractSymbol': 'TSLA251219P00005000', 'strike': 5.0, 'currency': 'USD', 'lastPrice': 0.05, 'change': 0.010000002, 'percentChange': 25.000006, 'volume': 44, 'openInterest': 2515, 'bid': 0.04, 'ask': 0.05, 'contractSize': 'REGULAR', 'expiration': 1766102400, 'lastTradeDate': 1692215952, 'impliedVolatility': 0.929688203125, 'inTheMoney': False}"
6.67,2023-09-15,call,TSLA230915C00006670,258.73,217.85,220.1,0.0,0.0,3.0,29.0,4.546879316406249,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-07-28 19:25:46,"{'contractSymbol': 'TSLA230915C00006670', 'strike': 6.67, 'currency': 'USD', 'lastPrice': 258.73, 'change': 0.0, 'percentChange': 0.0, 'volume': 3, 'openInterest': 29, 'bid': 217.85, 'ask': 220.1, 'contractSize': 'REGULAR', 'expiration': 1694736000, 'lastTradeDate': 1690572346, 'impliedVolatility': 4.546879316406249, 'inTheMoney': True}"
6.67,2023-09-15,put,TSLA230915P00006670,0.01,0.0,0.01,0.0,0.0,1.0,3419.0,3.750000625,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-06-01 19:20:15,"{'contractSymbol': 'TSLA230915P00006670', 'strike': 6.67, 'currency': 'USD', 'lastPrice': 0.01, 'change': 0.0, 'percentChange': 0.0, 'volume': 1, 'openInterest': 3419, 'bid': 0.0, 'ask': 0.01, 'contractSize': 'REGULAR', 'expiration': 1694736000, 'lastTradeDate': 1685647215, 'impliedVolatility': 3.750000625, 'inTheMoney': False}"
6.67,2024-01-19,call,TSLA240119C00006670,161.55,0.0,0.0,0.0,0.0,4.0,0.0,1.0000000000000003e-05,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-05-09 14:37:23,"{'contractSymbol': 'TSLA240119C00006670', 'strike': 6.67, 'currency': 'USD', 'lastPrice': 161.55, 'change': 0.0, 'percentChange': 0.0, 'volume': 4, 'openInterest': 0, 'bid': 0.0, 'ask': 0.0, 'contractSize': 'REGULAR', 'expiration': 1705622400, 'lastTradeDate': 1683643043, 'impliedVolatility': 1.0000000000000003e-05, 'inTheMoney': True}"
6.67,2024-01-19,put,TSLA240119P00006670,0.01,0.0,0.01,0.0,0.0,117.0,3811.0,1.625001875,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-08 13:33:05,"{'contractSymbol': 'TSLA240119P00006670', 'strike': 6.67, 'currency': 'USD', 'lastPrice': 0.01, 'change': 0.0, 'percentChange': 0.0, 'volume': 117, 'openInterest': 3811, 'bid': 0.0, 'ask': 0.01, 'contractSize': 'REGULAR', 'expiration': 1705622400, 'lastTradeDate': 1691501585, 'impliedVolatility': 1.625001875, 'inTheMoney': False}"
6.67,2024-03-15,call,TSLA240315C00006670,116.6,193.65,195.85,0.0,0.0,1.0,6.0,1.0000000000000003e-05,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-01-09 15:55:44,"{'contractSymbol': 'TSLA240315C00006670', 'strike': 6.67, 'currency': 'USD', 'lastPrice': 116.6, 'change': 0.0, 'percentChange': 0.0, 'volume': 1, 'openInterest': 6, 'bid': 193.65, 'ask': 195.85, 'contractSize': 'REGULAR', 'expiration': 1710460800, 'lastTradeDate': 1673279744, 'impliedVolatility': 1.0000000000000003e-05, 'inTheMoney': True}"
6.67,2024-03-15,put,TSLA240315P00006670,0.02,0.0,0.08,0.0,0.0,1.0,544.0,1.6875015625,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-05-01 19:42:46,"{'contractSymbol': 'TSLA240315P00006670', 'strike': 6.67, 'currency': 'USD', 'lastPrice': 0.02, 'change': 0.0, 'percentChange': 0.0, 'volume': 1, 'openInterest': 544, 'bid': 0.0, 'ask': 0.08, 'contractSize': 'REGULAR', 'expiration': 1710460800, 'lastTradeDate': 1682970166, 'impliedVolatility': 1.6875015625, 'inTheMoney': False}"
6.67,2024-06-21,call,TSLA240621C00006670,175.77,245.85,254.15,0.0,0.0,1.0,220.0,0.0,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-05-25 14:08:23,"{'contractSymbol': 'TSLA240621C00006670', 'strike': 6.67, 'currency': 'USD', 'lastPrice': 175.77, 'change': 0.0, 'percentChange': 0.0, 'volume': 1, 'openInterest': 220, 'bid': 245.85, 'ask': 254.15, 'contractSize': 'REGULAR', 'expiration': 1718928000, 'lastTradeDate': 1685023703, 'impliedVolatility': 0.0, 'inTheMoney': True}"
6.67,2024-06-21,put,TSLA240621P00006670,0.01,0.0,0.05,0.0,0.0,29.0,1477.0,1.3359408203124996,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-08-16 18:49:55,"{'contractSymbol': 'TSLA240621P00006670', 'strike': 6.67, 'currency': 'USD', 'lastPrice': 0.01, 'change': 0.0, 'percentChange': 0.0, 'volume': 29, 'openInterest': 1477, 'bid': 0.0, 'ask': 0.05, 'contractSize': 'REGULAR', 'expiration': 1718928000, 'lastTradeDate': 1692211795, 'impliedVolatility': 1.3359408203124996, 'inTheMoney': False}"
8.33,2023-09-15,call,TSLA230915C00008330,257.08,216.2,218.45,0.0,0.0,1.0,17.0,4.3281295898437495,TSLA,False,TSLA,225.6,2023-08-16 20:00:00,2023-07-28 19:25:46,"{'contractSymbol': 'TSLA230915C00008330', 'strike': 8.33, 'currency': 'USD', 'lastPrice': 257.08, 'change': 0.0, 'percentChange': 0.0, 'volume': 1, 'openInterest': 17, 'bid': 216.2, 'ask': 218.45, 'contractSize': 'REGULAR', 'expiration': 1694736000, 'lastTradeDate': 1690572346, 'impliedVolatility': 4.3281295898437495, 'inTheMoney': True}"
